DATE,tempmax,tempmin,temp,humidity,precip,windspeed,sealevelpressure,conditions,Year,month,dayofweek,temp_range
2013-04-14,37.7,23.1,28.7,39.7,2.0,22.3,1008.3,"Rain, Partially cloudy",2013,4,6,14.600000000000001
2013-04-15,37.5,21.1,28.6,41.7,0.0,17.6,1005.1,Clear,2013,4,0,16.4
2013-04-16,40.1,21.9,31.7,30.7,0.0,27.7,1001.7,Partially cloudy,2013,4,1,18.200000000000003
2013-04-17,36.4,21.0,29.9,27.4,0.0,22.3,1002.5,Clear,2013,4,2,15.399999999999999
2013-04-18,37.5,21.7,30.6,23.7,0.0,12.4,1003.4,Clear,2013,4,3,15.8
2013-04-19,37.3,21.4,30.3,27.2,0.0,14.8,1004.0,Clear,2013,4,4,15.899999999999999
2013-04-20,37.7,22.2,30.6,27.8,0.0,16.0,1003.9,Partially cloudy,2013,4,5,15.500000000000004
2013-04-21,37.0,23.9,28.4,39.5,0.0,27.7,1007.2,Partially cloudy,2013,4,6,13.100000000000001
2013-04-22,31.7,21.1,26.9,49.5,0.0,22.3,1010.4,Partially cloudy,2013,4,0,10.599999999999998
2013-04-23,34.0,23.3,29.1,42.8,0.0,14.0,1010.4,Partially cloudy,2013,4,1,10.7
2013-04-24,36.0,23.8,30.8,38.8,0.0,11.2,1010.2,Clear,2013,4,2,12.2
2013-04-25,37.7,24.8,31.5,39.1,0.0,20.5,1009.0,Partially cloudy,2013,4,3,12.900000000000002
2013-04-26,34.3,25.4,30.9,41.5,0.0,27.5,1009.0,Partially cloudy,2013,4,4,8.899999999999999
2013-04-27,37.7,24.2,31.8,32.7,0.0,24.1,1008.4,Partially cloudy,2013,4,5,13.500000000000004
2013-04-28,37.0,23.4,31.2,29.6,0.0,25.9,1006.5,Partially cloudy,2013,4,6,13.600000000000001
2013-04-29,39.1,26.5,32.8,24.3,0.0,17.3,1005.8,Partially cloudy,2013,4,0,12.600000000000001
2013-04-30,40.1,24.9,32.9,31.3,0.0,18.4,1005.9,Partially cloudy,2013,4,1,15.200000000000003
2013-05-13,37.1,24.1,30.8,45.3,0.0,14.5,1004.8,Partially cloudy,2013,5,0,13.0
2013-05-14,42.1,25.6,33.7,31.8,0.0,46.4,1002.7,Partially cloudy,2013,5,1,16.5
2013-05-15,41.1,25.9,33.8,29.6,0.0,16.3,1001.6,Partially cloudy,2013,5,2,15.200000000000003
2013-05-16,40.6,27.2,34.4,27.0,0.1,21.2,1000.0,Rain,2013,5,3,13.400000000000002
2013-05-17,42.1,25.4,34.4,25.0,0.0,20.9,1001.3,Clear,2013,5,4,16.700000000000003
2013-05-18,44.1,26.2,35.9,22.2,0.0,38.2,1000.8,Clear,2013,5,5,17.900000000000002
2013-05-19,45.0,27.2,36.7,19.2,0.0,25.8,1000.4,Clear,2013,5,6,17.8
2013-05-20,44.0,30.9,37.4,17.7,0.0,22.7,1000.9,Clear,2013,5,0,13.100000000000001
2013-05-21,46.0,29.1,37.1,18.4,0.0,24.3,1000.6,Clear,2013,5,1,16.9
2013-05-22,46.2,30.0,37.2,18.2,0.0,25.3,1000.4,Clear,2013,5,2,16.200000000000003
2013-05-23,46.1,31.0,38.2,19.1,0.0,24.8,998.8,Clear,2013,5,3,15.100000000000001
2013-05-24,47.7,31.2,38.5,22.3,0.0,27.9,998.3,Clear,2013,5,4,16.500000000000004
2013-05-25,43.1,31.8,38.1,23.7,0.0,21.1,999.4,Clear,2013,5,5,11.3
2013-05-26,43.1,30.9,37.1,23.6,0.0,22.3,1000.3,Clear,2013,5,6,12.200000000000003
2013-05-27,42.1,31.1,36.1,32.0,0.0,22.3,1000.7,Partially cloudy,2013,5,0,11.0
2013-05-28,44.0,30.5,36.5,29.4,0.0,21.7,1001.3,Partially cloudy,2013,5,1,13.5
2013-05-29,42.0,29.3,36.0,22.3,0.0,19.8,1001.1,Partially cloudy,2013,5,2,12.7
2013-05-30,40.0,29.1,34.7,22.4,0.0,19.7,1000.3,Clear,2013,5,3,10.899999999999999
2013-06-13,33.1,27.0,30.7,69.3,0.0,21.5,999.4,Partially cloudy,2013,6,3,6.100000000000001
2013-06-14,39.4,28.0,31.4,64.0,10.208,24.1,999.0,"Rain, Partially cloudy",2013,6,4,11.399999999999999
2013-06-15,36.1,24.8,30.6,68.2,5.104,23.3,998.8,"Rain, Partially cloudy",2013,6,5,11.3
2013-06-16,32.6,24.0,27.0,90.9,38.279,26.6,997.8,"Rain, Partially cloudy",2013,6,6,8.600000000000001
2013-06-17,30.1,25.0,27.2,87.2,26.37,16.6,995.1,"Rain, Partially cloudy",2013,6,0,5.100000000000001
2013-06-18,31.6,25.0,28.1,90.8,0.1,14.8,997.8,"Rain, Partially cloudy",2013,6,1,6.600000000000001
2013-06-19,35.1,25.1,29.8,73.6,4.253,15.3,999.8,"Rain, Partially cloudy",2013,6,2,10.0
2013-06-20,39.0,26.8,33.0,56.7,0.5,13.0,999.1,Rain,2013,6,3,12.2
2013-06-21,41.0,28.8,35.4,48.7,0.0,19.0,996.9,Clear,2013,6,4,12.2
2013-06-22,40.1,29.5,35.5,43.9,0.0,20.5,997.4,Clear,2013,6,5,10.600000000000001
2013-06-23,40.1,31.3,35.3,53.6,0.0,22.3,997.0,Partially cloudy,2013,6,6,8.8
2013-06-24,39.1,30.1,33.8,60.9,0.0,22.3,997.0,Partially cloudy,2013,6,0,9.0
2013-06-25,34.4,28.1,30.5,74.9,0.0,24.1,999.8,Partially cloudy,2013,6,1,6.299999999999997
2013-06-26,33.9,28.0,30.5,75.8,0.4,14.8,999.9,"Rain, Partially cloudy",2013,6,2,5.899999999999999
2013-06-27,37.1,29.0,31.4,70.5,1.701,20.2,998.1,"Rain, Partially cloudy",2013,6,3,8.100000000000001
2013-06-28,36.0,26.0,30.6,72.0,0.0,20.5,997.4,Partially cloudy,2013,6,4,10.0
2013-06-30,37.1,28.1,32.5,57.1,0.0,20.9,998.5,Partially cloudy,2013,6,6,9.0
2013-07-13,35.4,27.5,31.3,76.4,0.0,15.5,999.9,Partially cloudy,2013,7,5,7.899999999999999
2013-07-14,35.4,26.8,31.0,77.6,3.403,14.0,998.8,"Rain, Partially cloudy",2013,7,6,8.599999999999998
2013-07-15,35.5,28.0,31.3,76.7,0.0,18.4,999.3,Partially cloudy,2013,7,0,7.5
2013-07-16,34.0,27.4,30.2,81.5,28.072,10.9,999.9,"Rain, Partially cloudy",2013,7,1,6.600000000000001
2013-07-17,34.0,27.9,30.6,83.6,0.6,13.0,999.4,"Rain, Partially cloudy",2013,7,2,6.100000000000001
2013-07-18,34.1,27.0,30.7,84.1,5.955,11.2,997.3,"Rain, Partially cloudy",2013,7,3,7.100000000000001
2013-07-19,35.1,28.1,31.2,76.9,0.0,18.4,995.7,Partially cloudy,2013,7,4,7.0
2013-07-20,31.3,24.0,27.1,92.2,120.312,18.4,999.5,"Rain, Overcast",2013,7,5,7.300000000000001
2013-07-21,33.0,25.9,28.8,86.4,0.2,13.7,997.7,"Rain, Partially cloudy",2013,7,6,7.100000000000001
2013-07-22,31.4,26.6,28.7,91.0,0.851,16.6,997.5,"Rain, Partially cloudy",2013,7,0,4.799999999999997
2013-07-23,34.8,26.1,30.4,80.0,0.766,14.8,999.4,"Rain, Partially cloudy",2013,7,1,8.699999999999996
2013-07-24,36.2,28.0,30.5,83.4,16.162,18.4,998.4,"Rain, Partially cloudy",2013,7,2,8.200000000000003
2013-07-25,34.2,26.0,28.6,88.4,9.0,20.5,996.7,"Rain, Partially cloudy",2013,7,3,8.200000000000003
2013-07-26,34.1,25.1,29.6,81.3,0.0,16.6,996.2,Partially cloudy,2013,7,4,9.0
2013-07-27,34.7,27.0,29.5,85.5,14.461,13.3,998.3,"Rain, Partially cloudy",2013,7,5,7.700000000000003
2013-07-29,35.1,27.1,31.2,79.2,24.669,14.8,999.1,"Rain, Partially cloudy",2013,7,0,8.0
2013-07-30,32.6,27.5,29.9,85.9,0.5,16.6,998.3,"Rain, Partially cloudy",2013,7,1,5.100000000000001
2013-07-31,32.3,26.0,28.3,86.3,0.5,16.2,997.6,"Rain, Partially cloudy",2013,7,2,6.299999999999997
2013-08-13,32.5,27.1,29.3,87.1,0.1,22.3,1001.1,"Rain, Partially cloudy",2013,8,1,5.399999999999999
2013-08-14,33.8,26.0,29.0,85.3,5.955,18.4,1001.2,"Rain, Partially cloudy",2013,8,2,7.799999999999997
2013-08-16,30.2,25.4,27.0,93.9,52.74,14.0,1001.7,"Rain, Partially cloudy",2013,8,4,4.800000000000001
2013-08-17,31.1,25.0,27.5,93.3,44.428,11.4,1000.2,"Rain, Overcast",2013,8,5,6.100000000000001
2013-08-18,31.4,25.9,28.1,89.9,0.17,12.2,1000.4,"Rain, Partially cloudy",2013,8,6,5.5
2013-08-19,32.1,26.1,28.3,91.9,12.701,16.7,1001.4,"Rain, Partially cloudy",2013,8,0,6.0
2013-08-20,32.5,26.0,27.5,92.5,86.636,18.4,1000.2,"Rain, Partially cloudy",2013,8,1,6.5
2013-08-21,33.8,25.5,28.8,86.7,0.425,16.6,999.9,"Rain, Partially cloudy",2013,8,2,8.299999999999997
2013-08-22,31.3,26.0,27.9,86.6,3.232,13.7,1002.3,"Rain, Partially cloudy",2013,8,3,5.300000000000001
2013-08-23,34.1,26.9,30.2,80.8,0.1,10.1,1002.2,"Rain, Partially cloudy",2013,8,4,7.200000000000003
2013-08-24,35.8,28.0,31.6,75.7,0.0,14.8,1002.1,Partially cloudy,2013,8,5,7.799999999999997
2013-08-25,34.6,28.3,30.8,82.4,11.058,7.6,1000.9,"Rain, Partially cloudy",2013,8,6,6.300000000000001
2013-08-26,35.9,26.1,31.4,78.4,0.1,14.7,999.5,"Rain, Partially cloudy",2013,8,0,9.799999999999997
2013-08-27,34.9,27.3,31.1,73.4,0.1,26.8,1000.4,"Rain, Partially cloudy",2013,8,1,7.599999999999998
2013-08-28,32.6,27.0,29.5,72.0,0.0,15.0,1004.2,Partially cloudy,2013,8,2,5.600000000000001
2013-08-31,32.1,23.0,27.9,81.9,0.5,18.4,1004.3,"Rain, Partially cloudy",2013,8,5,9.100000000000001
2013-09-13,35.3,27.0,30.5,71.2,0.0,7.8,1008.6,Partially cloudy,2013,9,4,8.299999999999997
2013-09-14,36.1,27.0,31.2,69.5,0.0,16.6,1005.8,Partially cloudy,2013,9,5,9.100000000000001
2013-09-16,34.1,22.9,29.5,66.2,0.0,18.4,1003.4,Partially cloudy,2013,9,0,11.200000000000003
2013-09-17,35.1,24.3,29.5,61.4,0.0,14.0,1003.9,Clear,2013,9,1,10.8
2013-09-18,35.3,24.4,29.6,63.0,0.0,18.4,1003.7,Clear,2013,9,2,10.899999999999999
2013-09-19,35.1,25.0,29.8,66.7,0.0,11.9,1003.5,Clear,2013,9,3,10.100000000000001
2013-09-20,33.1,26.5,29.0,72.9,1.1,26.1,1003.7,"Rain, Partially cloudy",2013,9,4,6.600000000000001
2013-09-22,33.0,24.0,28.9,77.6,0.0,16.8,1003.1,Partially cloudy,2013,9,6,9.0
2013-09-23,34.0,26.9,30.0,74.4,0.0,12.2,1002.4,Partially cloudy,2013,9,0,7.100000000000001
2013-09-25,33.4,26.3,28.8,76.2,27.221,14.8,1005.7,"Rain, Partially cloudy",2013,9,2,7.099999999999998
2013-09-26,33.7,25.0,28.1,81.5,2.3,15.6,1007.6,"Rain, Partially cloudy",2013,9,3,8.700000000000003
2013-09-27,34.0,26.0,28.5,78.6,0.34,19.1,1006.7,"Rain, Partially cloudy",2013,9,4,8.0
2013-09-28,35.0,25.0,29.4,74.3,0.0,11.2,1006.0,Partially cloudy,2013,9,5,10.0
2013-09-29,30.1,26.1,28.4,81.2,24.669,14.8,1004.8,"Rain, Partially cloudy",2013,9,6,4.0
2013-09-30,30.5,24.7,27.0,84.7,3.925,16.6,1005.5,"Rain, Partially cloudy",2013,9,0,5.800000000000001
2013-10-13,31.7,24.0,27.4,79.4,0.851,7.6,1008.9,"Rain, Partially cloudy",2013,10,6,7.699999999999999
2013-10-14,32.0,24.0,27.7,77.4,0.0,18.4,1008.0,Partially cloudy,2013,10,0,8.0
2013-10-15,32.4,23.0,26.7,74.3,0.0,14.8,1009.1,Partially cloudy,2013,10,1,9.399999999999999
2013-10-17,33.2,22.0,27.5,71.3,0.0,9.4,1010.4,Clear,2013,10,3,11.200000000000003
2013-10-18,32.6,23.0,27.3,72.4,0.0,12.2,1011.4,Clear,2013,10,4,9.600000000000001
2013-10-19,32.5,21.0,25.8,66.3,0.0,15.5,1012.0,Clear,2013,10,5,11.5
2013-10-20,32.0,19.0,25.2,64.1,0.0,9.4,1011.6,Clear,2013,10,6,13.0
2013-10-21,31.0,19.0,24.8,63.8,0.0,12.7,1009.8,Clear,2013,10,0,12.0
2013-10-22,33.0,18.0,24.9,65.6,0.0,9.4,1011.4,Clear,2013,10,1,15.0
2013-10-23,31.6,19.9,25.2,67.6,0.0,11.2,1013.5,Clear,2013,10,2,11.700000000000003
2013-10-24,30.2,19.6,25.0,69.1,0.0,8.6,1013.7,Partially cloudy,2013,10,3,10.599999999999998
2013-10-25,29.4,19.0,24.1,71.4,0.0,11.2,1011.9,Clear,2013,10,4,10.399999999999999
2013-10-26,30.0,19.0,24.2,71.7,0.0,8.3,1011.6,Clear,2013,10,5,11.0
2013-10-27,30.1,18.4,22.9,69.5,0.0,11.7,1010.9,Clear,2013,10,6,11.700000000000003
2013-10-28,30.1,18.0,23.1,62.2,0.0,16.6,1010.2,Clear,2013,10,0,12.100000000000001
2013-10-29,31.0,17.0,22.8,63.9,0.0,10.9,1011.4,Clear,2013,10,1,14.0
2013-10-30,32.0,16.0,23.7,60.4,0.0,16.6,1012.9,Clear,2013,10,2,16.0
2013-10-31,30.1,18.9,24.5,57.8,0.0,14.0,1013.8,Clear,2013,10,3,11.200000000000003
2013-11-13,25.6,11.0,17.7,61.2,0.0,16.6,1014.4,Clear,2013,11,2,14.600000000000001
2013-11-14,25.1,11.0,17.1,59.4,0.0,14.8,1014.9,Clear,2013,11,3,14.100000000000001
2013-11-15,25.6,9.6,17.3,59.5,0.0,11.2,1016.2,Clear,2013,11,4,16.0
2013-11-16,26.3,11.2,17.2,61.5,0.0,7.6,1017.7,Clear,2013,11,5,15.100000000000001
2013-11-17,25.1,9.6,16.9,58.1,0.0,15.8,1017.8,Clear,2013,11,6,15.500000000000002
2013-11-18,27.0,10.0,17.7,53.8,0.0,18.4,1016.8,Clear,2013,11,0,17.0
2013-11-19,26.5,10.6,18.1,56.1,0.0,19.9,1015.5,Clear,2013,11,1,15.9
2013-11-20,27.7,11.0,18.2,55.9,0.0,10.7,1013.2,Clear,2013,11,2,16.7
2013-11-21,27.7,11.0,18.9,59.7,0.0,13.0,1012.3,Clear,2013,11,3,16.7
2013-11-22,26.0,12.2,18.3,69.0,0.0,9.4,1015.3,Clear,2013,11,4,13.8
2013-11-23,27.0,11.6,18.3,69.8,0.0,10.9,1014.8,Clear,2013,11,5,15.4
2013-11-24,27.2,10.8,18.8,60.5,0.0,14.5,1014.6,Clear,2013,11,6,16.4
2013-11-25,28.2,13.0,19.6,58.8,0.0,22.3,1013.4,Clear,2013,11,0,15.2
2013-11-26,28.2,14.0,20.1,56.0,0.0,22.3,1012.0,Clear,2013,11,1,14.2
2013-11-27,27.6,12.7,19.4,60.9,0.0,13.0,1014.0,Clear,2013,11,2,14.900000000000002
2013-11-28,27.6,12.6,19.1,62.7,0.0,13.0,1017.2,Clear,2013,11,3,15.000000000000002
2013-11-29,27.0,11.2,17.9,65.2,0.0,19.8,1017.2,Clear,2013,11,4,15.8
2013-11-30,27.2,11.0,17.7,61.5,0.0,19.9,1015.6,Clear,2013,11,5,16.2
2013-12-13,24.2,10.0,16.0,66.5,0.0,22.3,1012.0,Clear,2013,12,4,14.2
2013-12-14,24.2,9.7,15.4,73.6,0.0,10.4,1012.4,Clear,2013,12,5,14.5
2013-12-15,23.6,10.9,16.3,74.0,0.0,13.0,1014.3,Clear,2013,12,6,12.700000000000001
2013-12-16,24.0,10.4,15.7,83.3,0.0,6.6,1015.1,Clear,2013,12,0,13.6
2013-12-17,23.0,10.0,15.3,87.8,0.0,8.6,1014.1,Partially cloudy,2013,12,1,13.0
2013-12-18,22.0,10.1,15.2,91.6,0.0,12.2,1012.4,Partially cloudy,2013,12,2,11.9
2013-12-19,21.5,11.9,16.2,88.2,0.0,14.0,1012.2,Clear,2013,12,3,9.6
2013-12-20,18.9,13.0,15.0,93.6,0.0,13.0,1015.4,Partially cloudy,2013,12,4,5.899999999999999
2013-12-21,16.0,13.0,14.2,96.6,0.0,11.2,1016.5,Partially cloudy,2013,12,5,3.0
2013-12-22,17.2,13.0,15.1,93.2,0.0,11.2,1017.9,Partially cloudy,2013,12,6,4.199999999999999
2013-12-23,18.0,11.0,14.0,93.3,0.0,18.1,1020.0,Partially cloudy,2013,12,0,7.0
2013-12-24,19.3,9.0,12.6,87.0,0.0,18.4,1021.1,Partially cloudy,2013,12,1,10.3
2013-12-25,20.0,6.0,12.3,68.9,0.0,25.7,1020.2,Clear,2013,12,2,14.0
2013-12-26,20.1,5.4,12.2,62.1,0.0,17.7,1019.3,Clear,2013,12,3,14.700000000000001
2013-12-27,16.7,8.5,12.1,69.6,0.17,12.5,1018.1,"Rain, Partially cloudy",2013,12,4,8.2
2013-12-28,19.3,5.0,11.6,61.5,0.0,16.2,1018.5,Clear,2013,12,5,14.3
2013-12-29,18.7,3.5,10.5,63.2,0.0,16.6,1018.2,Clear,2013,12,6,15.2
2013-12-30,18.7,4.0,11.0,75.4,5.104,14.8,1017.4,"Rain, Partially cloudy",2013,12,0,14.7
2013-12-31,16.9,8.9,13.4,87.8,1.8,17.6,1019.6,"Rain, Overcast",2013,12,1,7.999999999999998
2014-01-13,20.8,7.9,13.5,73.6,0.0,11.2,1019.4,Partially cloudy,2014,1,0,12.9
2014-01-14,21.5,7.4,14.2,75.4,0.0,13.0,1016.8,Partially cloudy,2014,1,1,14.1
2014-01-15,16.0,9.4,12.0,93.0,0.0,9.4,1018.8,Partially cloudy,2014,1,2,6.6
2014-01-16,15.3,9.4,12.1,94.7,0.0,10.4,1019.1,Partially cloudy,2014,1,3,5.9
2014-01-17,13.0,9.0,11.5,95.9,0.17,17.6,1017.5,"Rain, Partially cloudy",2014,1,4,4.0
2014-01-18,15.1,10.3,12.6,94.8,2.382,11.9,1018.2,"Rain, Partially cloudy",2014,1,5,4.799999999999999
2014-01-19,19.7,10.0,13.8,85.3,0.0,14.8,1023.4,Partially cloudy,2014,1,6,9.7
2014-01-20,21.0,8.0,13.1,88.6,0.0,10.4,1020.9,Partially cloudy,2014,1,0,13.0
2014-01-21,14.5,12.0,13.1,96.7,5.0,22.3,1020.1,"Rain, Partially cloudy",2014,1,1,2.5
2014-01-22,17.0,12.6,14.9,98.1,0.34,16.6,1019.1,"Rain, Partially cloudy",2014,1,2,4.4
2014-01-23,19.5,12.7,15.4,94.3,0.0,11.8,1020.3,Partially cloudy,2014,1,3,6.800000000000001
2014-01-24,17.3,11.0,13.1,93.8,0.0,16.6,1018.9,Partially cloudy,2014,1,4,6.300000000000001
2014-01-25,14.1,10.0,11.2,99.2,0.0,14.8,1019.2,Partially cloudy,2014,1,5,4.1
2014-01-26,20.0,9.0,13.2,90.9,0.0,14.2,1018.8,Partially cloudy,2014,1,6,11.0
2014-01-27,23.2,8.4,15.0,81.9,0.0,21.3,1018.8,Clear,2014,1,0,14.799999999999999
2014-01-28,23.2,8.6,15.6,77.1,0.0,20.5,1016.8,Clear,2014,1,1,14.6
2014-01-29,22.0,11.0,15.5,83.1,0.0,17.3,1017.5,Partially cloudy,2014,1,2,11.0
2014-01-30,22.4,11.0,14.6,91.6,0.0,9.6,1018.9,Partially cloudy,2014,1,3,11.399999999999999
2014-01-31,19.8,10.0,13.2,94.9,0.0,11.2,1019.1,Partially cloudy,2014,1,4,9.8
2014-02-13,22.1,6.0,14.1,67.5,0.0,18.4,1012.8,Partially cloudy,2014,2,3,16.1
2014-02-14,14.1,11.0,13.0,93.5,41.681,14.5,1012.1,"Rain, Overcast",2014,2,4,3.0999999999999996
2014-02-15,17.0,10.0,12.7,90.0,0.0,9.4,1011.6,Partially cloudy,2014,2,5,7.0
2014-02-16,19.1,6.0,12.7,85.7,0.0,18.4,1014.7,Partially cloudy,2014,2,6,13.100000000000001
2014-02-17,21.0,7.6,13.8,77.1,0.0,28.1,1017.4,Clear,2014,2,0,13.4
2014-02-18,22.7,8.0,14.6,68.4,0.0,22.3,1017.4,Clear,2014,2,1,14.7
2014-02-19,22.1,7.9,15.0,71.4,0.0,10.4,1016.7,Partially cloudy,2014,2,2,14.200000000000001
2014-02-20,24.0,10.1,16.3,72.2,0.0,12.2,1014.4,Clear,2014,2,3,13.9
2014-02-21,24.1,10.3,17.0,72.3,0.0,18.4,1014.1,Partially cloudy,2014,2,4,13.8
2014-02-22,20.7,13.0,15.9,86.6,0.3,12.2,1016.9,"Rain, Partially cloudy",2014,2,5,7.699999999999999
2014-02-23,21.0,12.0,15.7,86.3,0.0,14.8,1019.1,Partially cloudy,2014,2,6,9.0
2014-02-24,22.2,9.0,15.2,77.0,0.0,14.8,1018.9,Partially cloudy,2014,2,0,13.2
2014-02-25,24.5,10.4,17.4,67.3,0.0,11.2,1017.2,Partially cloudy,2014,2,1,14.1
2014-02-26,25.1,14.0,18.8,66.3,0.3,14.8,1014.8,"Rain, Partially cloudy",2014,2,2,11.100000000000001
2014-02-27,24.0,14.0,18.6,76.1,0.2,17.3,1013.3,"Rain, Partially cloudy",2014,2,3,10.0
2014-02-28,22.3,13.0,15.9,85.2,17.507,22.3,1013.2,"Rain, Partially cloudy",2014,2,4,9.3
2014-03-13,25.2,11.6,18.8,62.1,0.0,20.5,1016.4,Clear,2014,3,3,13.6
2014-03-14,26.2,11.4,19.0,61.3,0.0,14.8,1015.2,Clear,2014,3,4,14.799999999999999
2014-03-15,28.6,12.4,21.2,59.9,0.0,10.9,1016.3,Clear,2014,3,5,16.200000000000003
2014-03-16,30.8,14.6,22.8,57.6,0.0,18.4,1015.8,Clear,2014,3,6,16.200000000000003
2014-03-17,33.7,15.9,24.7,59.8,0.0,17.6,1012.4,Partially cloudy,2014,3,0,17.800000000000004
2014-03-18,29.5,20.0,24.8,54.7,0.17,17.6,1012.9,"Rain, Partially cloudy",2014,3,1,9.5
2014-03-19,27.7,15.0,21.6,61.0,0.0,26.7,1013.5,Clear,2014,3,2,12.7
2014-03-20,27.7,14.0,21.2,56.0,0.0,18.4,1011.4,Partially cloudy,2014,3,3,13.7
2014-03-21,31.5,15.0,23.1,56.4,0.0,18.4,1008.0,Partially cloudy,2014,3,4,16.5
2014-03-22,31.5,18.0,24.6,56.7,0.0,14.0,1007.1,Clear,2014,3,5,13.5
2014-03-23,26.3,18.4,22.8,64.0,0.1,23.3,1010.4,"Rain, Partially cloudy",2014,3,6,7.900000000000002
2014-03-24,27.6,19.0,22.4,68.3,0.936,23.1,1012.1,"Rain, Partially cloudy",2014,3,0,8.600000000000001
2014-03-25,31.1,17.0,24.5,60.2,0.0,10.4,1011.2,Partially cloudy,2014,3,1,14.100000000000001
2014-03-26,31.7,20.7,25.3,54.3,0.0,14.0,1011.1,Partially cloudy,2014,3,2,11.0
2014-03-27,29.0,20.4,24.0,60.7,1.701,12.7,1012.2,"Rain, Partially cloudy",2014,3,3,8.600000000000001
2014-03-28,32.1,20.3,24.3,63.3,0.851,12.2,1011.5,"Rain, Partially cloudy",2014,3,4,11.8
2014-03-29,31.5,19.0,25.2,60.6,0.2,18.4,1011.6,"Rain, Partially cloudy",2014,3,5,12.5
2014-03-30,30.1,17.2,24.3,49.6,0.0,29.6,1010.7,Partially cloudy,2014,3,6,12.900000000000002
2014-03-31,30.5,15.0,23.9,47.3,0.0,27.7,1009.0,Partially cloudy,2014,3,0,15.5
2014-04-13,32.2,23.8,27.9,36.0,0.34,27.7,1009.5,"Rain, Partially cloudy",2014,4,6,8.400000000000002
2014-04-14,33.1,22.7,27.9,39.0,0.0,14.3,1011.3,Partially cloudy,2014,4,0,10.400000000000002
2014-04-15,36.1,22.2,29.6,39.6,0.0,11.2,1010.3,Partially cloudy,2014,4,1,13.900000000000002
2014-04-16,35.0,21.7,27.8,44.9,2.0,17.3,1008.8,"Rain, Partially cloudy",2014,4,2,13.3
2014-04-17,32.4,22.0,27.4,41.0,0.0,24.1,1007.3,Partially cloudy,2014,4,3,10.399999999999999
2014-04-18,28.6,19.1,24.8,55.4,7.0,18.4,1011.3,"Rain, Partially cloudy",2014,4,4,9.5
2014-04-19,33.0,20.0,25.8,52.8,0.0,13.0,1011.9,Partially cloudy,2014,4,5,13.0
2014-04-20,35.0,20.4,28.2,40.4,0.0,13.0,1011.4,Partially cloudy,2014,4,6,14.600000000000001
2014-04-21,37.0,20.6,29.1,30.6,0.0,16.9,1010.8,Partially cloudy,2014,4,0,16.4
2014-04-22,37.4,23.0,30.1,28.0,0.0,25.3,1012.6,Clear,2014,4,1,14.399999999999999
2014-04-23,37.0,23.0,30.0,31.0,0.0,16.6,1010.3,Partially cloudy,2014,4,2,14.0
2014-04-24,38.0,22.8,31.0,30.5,0.0,22.3,1007.2,Clear,2014,4,3,15.2
2014-04-25,38.6,22.7,31.6,29.4,0.0,20.2,1007.2,Clear,2014,4,4,15.900000000000002
2014-04-26,39.0,24.2,32.3,29.1,0.0,20.1,1006.9,Partially cloudy,2014,4,5,14.8
2014-04-27,40.0,23.6,31.5,29.4,0.0,21.3,1008.0,Clear,2014,4,6,16.4
2014-04-28,41.0,21.0,32.5,23.9,0.0,24.6,1006.9,Clear,2014,4,0,20.0
2014-04-29,41.0,23.9,33.5,24.3,0.0,24.3,1005.4,Clear,2014,4,1,17.1
2014-04-30,43.6,25.1,34.5,21.8,0.0,17.3,1005.1,Clear,2014,4,2,18.5
2014-05-13,29.8,18.0,24.9,69.4,8.359,27.7,1008.2,"Rain, Partially cloudy",2014,5,1,11.8
2014-05-14,32.0,20.0,26.5,61.6,3.403,18.4,1007.7,"Rain, Partially cloudy",2014,5,2,12.0
2014-05-15,35.0,23.0,28.9,50.4,0.0,20.6,1005.6,Partially cloudy,2014,5,3,12.0
2014-05-16,36.5,25.0,30.7,45.8,0.0,19.5,1004.5,Clear,2014,5,4,11.5
2014-05-17,37.0,25.0,30.4,46.7,0.0,27.2,1007.7,Partially cloudy,2014,5,5,12.0
2014-05-18,39.0,25.0,31.9,41.6,0.0,23.6,1008.0,Clear,2014,5,6,14.0
2014-05-19,38.0,25.5,32.2,33.8,0.0,21.6,1008.0,Clear,2014,5,0,12.5
2014-05-20,40.5,26.1,33.2,30.5,0.0,20.0,1006.3,Clear,2014,5,1,14.399999999999999
2014-05-21,38.0,26.3,33.1,30.2,0.0,22.5,1004.0,Clear,2014,5,2,11.7
2014-05-22,42.0,25.4,33.9,29.7,0.0,24.0,1001.4,Clear,2014,5,3,16.6
2014-05-23,43.0,27.4,35.3,29.4,0.425,27.3,1000.6,"Rain, Partially cloudy",2014,5,4,15.600000000000001
2014-05-24,40.0,25.1,32.3,39.1,7.656,21.8,1004.6,"Rain, Partially cloudy",2014,5,5,14.899999999999999
2014-05-25,39.0,23.6,32.0,42.9,0.0,22.3,1006.1,Partially cloudy,2014,5,6,15.399999999999999
2014-05-26,36.0,23.0,29.8,52.9,11.058,15.8,1008.2,"Rain, Partially cloudy",2014,5,0,13.0
2014-05-27,39.0,25.6,32.7,44.8,0.0,14.8,1006.4,Clear,2014,5,1,13.399999999999999
2014-05-28,42.1,27.0,34.9,36.0,0.0,18.4,1003.0,Clear,2014,5,2,15.100000000000001
2014-05-29,44.0,28.1,36.3,34.5,0.0,15.8,1001.1,Clear,2014,5,3,15.899999999999999
